scene_source_id,scene_editor_id,quest_source_id,quest_editor_id,action_index,actor_alias_id,actor_alias_name,start_phase,end_phase,flags,package_source_id,package_editor_id,package_record_type
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,1,1,Lalanoah,0,0,,Glenmoril.esm:008657,zzzLrhMq09LalanoahBackToKanra,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,2,3,Skoll,0,0,,Glenmoril.esm:008658,zzzLrhMq09SkollBackToKanra,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,3,1,Lalanoah,1,3,,Glenmoril.esm:008657,zzzLrhMq09LalanoahBackToKanra,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,4,3,Skoll,1,6,,Glenmoril.esm:008658,zzzLrhMq09SkollBackToKanra,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,9,1,Lalanoah,4,4,,Glenmoril.esm:008663,zzzLrhMq09LalalnoaGoToThrowingPosition,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,10,1,Lalanoah,5,5,,Glenmoril.esm:008663,zzzLrhMq09LalalnoaGoToThrowingPosition,PACK
Glenmoril.esm:008656,zzzLrhMq09Sc04,Glenmoril.esm:0085BD,zzzLrhMq09,11,1,Lalanoah,6,6,,Glenmoril.esm:008664,zzzLrhMq09LalanoahThrowPotion,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,1,0,D8284,0,0,,Glenmoril.esm:0146FE,zzzGHSkit04YatsuStayWithHoney,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,2,1,Honey,0,0,,Glenmoril.esm:0146FF,zzzGHSkit04HoneyStayWithYatsu,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,3,2,Darling,0,2,,Skyrim.esm:0CA348,,
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,4,0,D8284,1,8,,Glenmoril.esm:0146FE,zzzGHSkit04YatsuStayWithHoney,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,5,1,Honey,1,9,,Glenmoril.esm:0146FF,zzzGHSkit04HoneyStayWithYatsu,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,8,2,Darling,3,3,,Glenmoril.esm:014704,zzzGHSkit04DarlingFindHoney,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,9,2,Darling,4,7,,Glenmoril.esm:014704,zzzGHSkit04DarlingFindHoney,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,15,2,Darling,8,8,,Glenmoril.esm:01470F,zzzGHSkit04DarlingDrawWeapon,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,17,0,D8284,9,10,,Glenmoril.esm:014712,zzzGHSkit04YatsuEsacao,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,18,2,Darling,9,10,,Glenmoril.esm:014714,zzzGHSkit04DarlingChaseYatsu,PACK
Glenmoril.esm:0146FD,zzzGHSkit04Sc03,Glenmoril.esm:0146C0,zzzGHSkit04,19,1,Honey,10,10,,Glenmoril.esm:014715,zzzGHSkit04HoneyEscape,PACK
Glenmoril.esm:014B53,zzzGHMq05Sub05Sc01,Glenmoril.esm:014B4A,zzzGHMq05Sub05,12,0,Black,1,11,,Glenmoril.esm:014B6F,zzzGHMq05Sub05BlackReadingBook,PACK
Glenmoril.esm:014B53,zzzGHMq05Sub05Sc01,Glenmoril.esm:014B4A,zzzGHMq05Sub05,13,1,Gray,10,11,,Glenmoril.esm:014B71,zzzGHMq05Sub05OrlandBackToSkyrim,PACK
Glenmoril.esm:007E88,zzzLrhMq04ScBloodPool,Glenmoril.esm:007E5E,zzzLrhMq04,2,0,Brandt,0,0,,Glenmoril.esm:007EAD,zzzLrhMq04BrandtMovetoBloodPool,PACK
Glenmoril.esm:0086C3,zzzLrhMq10Sc03,Glenmoril.esm:008685,zzzLrhMq10,1,1,Brandt,0,0,,Glenmoril.esm:0086C4,zzzLrhMq10BrandtWaitPlayerBeastLair,PACK
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,1,2,Ozwald,0,0,,Glenmoril.esm:0124B3,zzzGHMq03OzwaldGetMedicalCheck,PACK
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,2,1,Romion,0,0,,Glenmoril.esm:0124B4,zzzGHMq03RomionDoMedicalCheck,PACK
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,3,0,DweGear,0,0,,Glenmoril.esm:0124B5,zzzGHMq03DweGearWatchMedicalCheck,PACK
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,4,2,Ozwald,1,4,,Glenmoril.esm:0124B3,zzzGHMq03OzwaldGetMedicalCheck,PACK
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,5,1,Romion,1,4,,Skyrim.esm:0CA348,,
Glenmoril.esm:0124B2,zzzGHMq03ScMedical,Glenmoril.esm:01230D,zzzGHMq03,6,0,DweGear,1,4,,Glenmoril.esm:0124B5,zzzGHMq03DweGearWatchMedicalCheck,PACK
Glenmoril.esm:11E090,zzzLaMMq04ScFlyAway,Glenmoril.esm:11E085,zzzLaMMq04,1,6,Boss,0,0,,Glenmoril.esm:11E091,zzzLaMMq04OzwaldFlyAway,PACK
Glenmoril.esm:00EEAD,zzzGHMq02ScDetect,Glenmoril.esm:00E3EC,zzzGHMq02,1,2,Ozwald,0,0,,Glenmoril.esm:00EEAE,zzzGhMq02OzwaldSearchWitch,PACK
Glenmoril.esm:00EEAD,zzzGHMq02ScDetect,Glenmoril.esm:00E3EC,zzzGHMq02,2,0,DweGear,0,0,,Glenmoril.esm:00EEAF,zzzGHMq02DweGearSearchWitch,PACK
Glenmoril.esm:00EEAD,zzzGHMq02ScDetect,Glenmoril.esm:00E3EC,zzzGHMq02,3,2,Ozwald,1,4,,Glenmoril.esm:00EEAE,zzzGhMq02OzwaldSearchWitch,PACK
Glenmoril.esm:00EEAD,zzzGHMq02ScDetect,Glenmoril.esm:00E3EC,zzzGHMq02,4,0,DweGear,1,5,,Glenmoril.esm:00EEAF,zzzGHMq02DweGearSearchWitch,PACK
Glenmoril.esm:00EEAD,zzzGHMq02ScDetect,Glenmoril.esm:00E3EC,zzzGHMq02,10,2,Ozwald,5,5,,Glenmoril.esm:00EEBA,zzzGHMq02OzwaldWalkToCoffin,PACK
Glenmoril.esm:38F152,zzzRevBqAhzidalSc01,Glenmoril.esm:38F141,zzzRevBossQuestAhzidal,5,0,Boss01,0,0,,Glenmoril.esm:38F15A,zzzRevBqAhzidalLeanTable,PACK
Glenmoril.esm:38F152,zzzRevBqAhzidalSc01,Glenmoril.esm:38F141,zzzRevBossQuestAhzidal,6,0,Boss01,1,2,,Glenmoril.esm:38F15A,zzzRevBqAhzidalLeanTable,PACK
Glenmoril.esm:38F152,zzzRevBqAhzidalSc01,Glenmoril.esm:38F141,zzzRevBossQuestAhzidal,7,0,Boss01,3,3,,Glenmoril.esm:38F15C,zzzRevBqAhzidalLookBacj,PACK
Glenmoril.esm:3D45E1,zzzRevCqPedlarSc01,Glenmoril.esm:3D45DE,zzzRevCqPedlar,1,2,C01,0,0,,Glenmoril.esm:3D45E0,zzzRevCqPC01AttackPedlar,PACK
Glenmoril.esm:3D45E1,zzzRevCqPedlarSc01,Glenmoril.esm:3D45DE,zzzRevCqPedlar,4,2,C01,1,2,,Glenmoril.esm:3D45E0,zzzRevCqPC01AttackPedlar,PACK
Glenmoril.esm:00866C,zzzLrhMq09sc05,Glenmoril.esm:0085BD,zzzLrhMq09,1,1,Lalanoah,0,0,,Glenmoril.esm:00866D,zzzLrhMq09LalanoahTalkToGoroll,PACK
Glenmoril.esm:00866C,zzzLrhMq09sc05,Glenmoril.esm:0085BD,zzzLrhMq09,2,2,Goroll,0,0,,Glenmoril.esm:00866F,zzzLrhMq09GorollTalkToLalanoah,PACK
Glenmoril.esm:00866C,zzzLrhMq09sc05,Glenmoril.esm:0085BD,zzzLrhMq09,10,1,Lalanoah,1,7,,Glenmoril.esm:00866D,zzzLrhMq09LalanoahTalkToGoroll,PACK
Glenmoril.esm:00866C,zzzLrhMq09sc05,Glenmoril.esm:0085BD,zzzLrhMq09,11,2,Goroll,1,7,,Glenmoril.esm:00866F,zzzLrhMq09GorollTalkToLalanoah,PACK
Glenmoril.esm:10E0B3,zzzLaMMq03ScTime03,Glenmoril.esm:103B86,zzzLaMMq03,1,16,Ally01,0,1,,Glenmoril.esm:10E0B4,zzzLaMMq03Ally01CloseToPlayer,PACK
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,1,2,Ozwald,0,0,,Glenmoril.esm:012368,zzzGHMq03OzwaldAskRomionWorkshop,PACK
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,3,1,Romion,0,0,,Glenmoril.esm:012369,zzzGHMq03RomionSearchGlasses,PACK
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,4,0,DweGear,0,0,,Skyrim.esm:016FA9,,
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,5,2,Ozwald,1,10,,Glenmoril.esm:012368,zzzGHMq03OzwaldAskRomionWorkshop,PACK
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,6,1,Romion,1,4,,Glenmoril.esm:012369,zzzGHMq03RomionSearchGlasses,PACK
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,10,0,DweGear,1,10,,Skyrim.esm:016FA9,,
Glenmoril.esm:012367,zzzGHMq03ScSearch,Glenmoril.esm:01230D,zzzGHMq03,11,1,Romion,5,10,,Skyrim.esm:0CA348,,
Glenmoril.esm:007E7C,zzzLrhMq04ScCrate,Glenmoril.esm:007E5E,zzzLrhMq04,2,0,Brandt,0,0,,Glenmoril.esm:007EAF,zzzLrhMq04BrandtMoveToCrate,PACK
Glenmoril.esm:0179A1,zzzGHMq06ScEnd,Glenmoril.esm:017733,zzzGHMq06,1,6,Jazel,0,0,,Glenmoril.esm:0179A2,zzzGHMq06JazelComeSanctuary,PACK
Glenmoril.esm:0179A1,zzzGHMq06ScEnd,Glenmoril.esm:017733,zzzGHMq06,2,4,Ozwald,0,0,,Glenmoril.esm:0179A3,zzzGHMq06OzwaldStayEpigraph,PACK
Glenmoril.esm:0179A1,zzzGHMq06ScEnd,Glenmoril.esm:017733,zzzGHMq06,3,4,Ozwald,1,10,,Glenmoril.esm:0179A3,zzzGHMq06OzwaldStayEpigraph,PACK
Glenmoril.esm:0179A1,zzzGHMq06ScEnd,Glenmoril.esm:017733,zzzGHMq06,4,6,Jazel,1,10,,Glenmoril.esm:0179A4,zzzGHMq06JazelGoToEpigraph,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,1,1,Romion,0,0,,Glenmoril.esm:017250,zzzGHMq05RomionUseCosole,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,2,0,DweGear,0,0,,Glenmoril.esm:017251,zzzGHMq05DweGearUseConsole,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,3,2,Ozwald,0,0,,Glenmoril.esm:017252,zzzGHMq05OzwaldStayFrontPortal,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,4,1,Romion,1,2,,Glenmoril.esm:017250,zzzGHMq05RomionUseCosole,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,5,0,DweGear,1,2,,Glenmoril.esm:017251,zzzGHMq05DweGearUseConsole,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,6,2,Ozwald,1,3,,Glenmoril.esm:017252,zzzGHMq05OzwaldStayFrontPortal,PACK
Glenmoril.esm:01724F,zzzGHMq05ScGateOpen,Glenmoril.esm:01719C,zzzGHMq05,10,2,Ozwald,4,4,,Glenmoril.esm:01725A,zzzGHMq05OzwaldWarpToQuagmire,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,1,0,Yatsu,0,0,,Glenmoril.esm:01474C,zzzGHSkit03YatsuMeetZombie,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,2,1,Zombie,0,0,,Glenmoril.esm:01474D,zzzGHSkit03ZombieMeetYatsu,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,3,0,Yatsu,1,11,,Glenmoril.esm:01474C,zzzGHSkit03YatsuMeetZombie,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,4,1,Zombie,1,12,,Glenmoril.esm:01474D,zzzGHSkit03ZombieMeetYatsu,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,17,0,Yatsu,12,13,,Glenmoril.esm:014766,zzzGHSkit03YastuBack01,PACK
Glenmoril.esm:01474B,zzzGHSkit03Sc01,Glenmoril.esm:014749,zzzGHSkit03,18,1,Zombie,13,13,,Glenmoril.esm:014767,zzzGHSkit03ZobieBack,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,2,1,Goron,0,0,,Glenmoril.esm:007910,zzzLRHMq03Sc01GoronStayNearKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,3,3,Kanra,0,0,,Glenmoril.esm:007911,zzzLRHMq03Sc01KanraWound,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,4,2,Skoll,0,0,,Glenmoril.esm:007912,zzzLRHMq03Sc01SkollStayNearKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,5,1,Goron,1,9,,Glenmoril.esm:007910,zzzLRHMq03Sc01GoronStayNearKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,6,3,Kanra,1,9,,Glenmoril.esm:007911,zzzLRHMq03Sc01KanraWound,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,7,2,Skoll,1,9,,Glenmoril.esm:007912,zzzLRHMq03Sc01SkollStayNearKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,8,0,Lalanoah,1,8,,Glenmoril.esm:007914,zzzLRHMq03Sc01LalanoahHealKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,17,0,Lalanoah,9,9,,Glenmoril.esm:00790F,zzzLRHMq03Sc01LalanoahStayNearKanra,PACK
Glenmoril.esm:00790E,zzzLrhMq03Sc01,Glenmoril.esm:00790A,zzzLrhMq03,19,0,Lalanoah,0,0,,Glenmoril.esm:00790F,zzzLRHMq03Sc01LalanoahStayNearKanra,PACK
Glenmoril.esm:014A43,zzzGHMq05Sub03Sc01,Glenmoril.esm:014A42,zzzGHMq05Sub03,20,1,Boy,2,17,,Skyrim.esm:0CA348,,
Glenmoril.esm:014A43,zzzGHMq05Sub03Sc01,Glenmoril.esm:014A42,zzzGHMq05Sub03,21,0,Owl,2,18,,Glenmoril.esm:014A68,zzzGHM05OrlandCloseToBOY,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:00FF25,zzzGhMq02SubLalanoahBackToHome,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,2,2,Goroll,0,0,,Glenmoril.esm:00FF26,zzzGHMq02SubGorollWaitLalanoahBack,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,3,0,Lalanoah,1,3,,Glenmoril.esm:00FF25,zzzGhMq02SubLalanoahBackToHome,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,4,2,Goroll,1,3,,Glenmoril.esm:00FF26,zzzGHMq02SubGorollWaitLalanoahBack,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,9,2,Goroll,4,9,,Glenmoril.esm:00FF2F,zzzGHMq02SubGorollMoveToTable,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,10,0,Lalanoah,4,4,,Glenmoril.esm:00FF30,zzzGHMq02SubLalanoahEat,PACK
Glenmoril.esm:00FF24,zzzGHMq02Sub01Sc06,Glenmoril.esm:00FD2C,zzzGHMq02Sub01,11,0,Lalanoah,5,9,,Glenmoril.esm:00FF30,zzzGHMq02SubLalanoahEat,PACK
Glenmoril.esm:008434,zzzLrhMq08Sc01,Glenmoril.esm:008431,zzzLrhMq08,1,1,Jazel,0,0,,Glenmoril.esm:008435,zzzLrhMq08JazelFindDoorWay,PACK
Glenmoril.esm:008434,zzzLrhMq08Sc01,Glenmoril.esm:008431,zzzLrhMq08,2,1,Jazel,1,1,,Glenmoril.esm:008435,zzzLrhMq08JazelFindDoorWay,PACK
Glenmoril.esm:008426,zzzLrhMq07sc3,Glenmoril.esm:0083AC,zzzLrhMq07,1,6,OwlWhite,0,0,,Glenmoril.esm:008427,zzzLrhMq07OwlWaitPlayer,PACK
Glenmoril.esm:008426,zzzLrhMq07sc3,Glenmoril.esm:0083AC,zzzLrhMq07,2,6,OwlWhite,1,2,,Glenmoril.esm:008427,zzzLrhMq07OwlWaitPlayer,PACK
Glenmoril.esm:00835B,zzzLrhMq06sc05,Glenmoril.esm:0082EE,zzzLrhMq06,1,0,Brandt,0,0,,Glenmoril.esm:00835C,zzzLrhMq06BrandtEscortPlayerToBeastLair,PACK
Glenmoril.esm:009B84,zzzGHMq01SideASc01,Glenmoril.esm:009B83,zzzGHMq01SideA,3,0,Chaplain,0,2,,Skyrim.esm:0CA348,,
Glenmoril.esm:00EF34,zzzGHMq02GESc02,Glenmoril.esm:00EEFA,zzzGHMq02GoodEnd,1,1,DChild,0,0,,Glenmoril.esm:00EF35,zzzGHMq02ChildRunToMam,PACK
Glenmoril.esm:00EF34,zzzGHMq02GESc02,Glenmoril.esm:00EEFA,zzzGHMq02GoodEnd,2,1,DChild,1,3,,Glenmoril.esm:00EF35,zzzGHMq02ChildRunToMam,PACK
Glenmoril.esm:11E0E4,zzzLaMMq04ScBed,Glenmoril.esm:11E085,zzzLaMMq04,1,10,LalanoahW,0,0,,Glenmoril.esm:11E0E5,zzzLaMMq04LalanoahSleep,PACK
Glenmoril.esm:58DF2C,zzzRevCqLeaperSc05,Glenmoril.esm:5872E4,zzzRevCqLeaper,1,0,Leaper,0,0,,Glenmoril.esm:58DF2D,zzzRevCqLeaperThrowMundusIntoAlduin,PACK
Glenmoril.esm:58DF2C,zzzRevCqLeaperSc05,Glenmoril.esm:5872E4,zzzRevCqLeaper,2,0,Leaper,1,3,,Glenmoril.esm:58DF2D,zzzRevCqLeaperThrowMundusIntoAlduin,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,1,0,Yatsu,0,0,,Glenmoril.esm:01476A,zzzGhSkit03YatsuMeetGhost,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,2,2,Ghost,0,0,,Glenmoril.esm:01476B,zzzGhSkit03GhostMeetYatsu,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,3,0,Yatsu,1,11,,Glenmoril.esm:01476A,zzzGhSkit03YatsuMeetGhost,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,4,2,Ghost,1,7,,Glenmoril.esm:01476B,zzzGhSkit03GhostMeetYatsu,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,16,2,Ghost,8,10,,Glenmoril.esm:014783,zzzGHSkit03GhostLookBack,PACK
Glenmoril.esm:014769,zzzGHSkit03Sc02,Glenmoril.esm:014749,zzzGHSkit03,17,0,Yatsu,12,12,,Glenmoril.esm:014784,zzzGHSkit03YatsuBack02,PACK
Glenmoril.esm:474F13,zzzLrhTorvesardSc01,Glenmoril.esm:474F0F,zzzLrhQTorvesardContact,1,0,Torvesard,0,1,,Glenmoril.esm:474F14,zzzLrhTCDreamTorvesardWait,PACK
Glenmoril.esm:474F13,zzzLrhTorvesardSc01,Glenmoril.esm:474F0F,zzzLrhQTorvesardContact,4,0,Torvesard,2,2,,Glenmoril.esm:474F19,zzzLrhTCDreamTorvesardFindPlayer,PACK
Glenmoril.esm:474F13,zzzLrhTorvesardSc01,Glenmoril.esm:474F0F,zzzLrhQTorvesardContact,5,0,Torvesard,3,3,,Glenmoril.esm:474F19,zzzLrhTCDreamTorvesardFindPlayer,PACK
Glenmoril.esm:007E85,zzzLrhMq04ScHorse,Glenmoril.esm:007E5E,zzzLrhMq04,2,0,Brandt,0,0,,Glenmoril.esm:007EB1,zzzLrhMq04BrandtMoveToHorse,PACK
Glenmoril.esm:012963,zzzGHMq03S01ScStart,Glenmoril.esm:012962,zzzGHMq03Sub01,1,0,Brandt,0,0,,Glenmoril.esm:012964,zzzGHMq03S01BrandtWaitPlayerInHouse,PACK
Glenmoril.esm:012963,zzzGHMq03S01ScStart,Glenmoril.esm:012962,zzzGHMq03Sub01,2,1,Lalanoah,0,0,,Glenmoril.esm:012965,zzzGHMq03S01LalanoahWaitPlayerInHouse,PACK
Glenmoril.esm:012963,zzzGHMq03S01ScStart,Glenmoril.esm:012962,zzzGHMq03Sub01,3,0,Brandt,1,10,,Glenmoril.esm:012964,zzzGHMq03S01BrandtWaitPlayerInHouse,PACK
Glenmoril.esm:012963,zzzGHMq03S01ScStart,Glenmoril.esm:012962,zzzGHMq03Sub01,4,1,Lalanoah,1,10,,Glenmoril.esm:012965,zzzGHMq03S01LalanoahWaitPlayerInHouse,PACK
Glenmoril.esm:53000A,zzzRevSub04ScTv01,Glenmoril.esm:51525D,zzzRevSub04,4,4,Tovesard,3,3,,Glenmoril.esm:536B04,zzzRevSq04TorvesardRevealStaff,PACK
Glenmoril.esm:53000A,zzzRevSub04ScTv01,Glenmoril.esm:51525D,zzzRevSub04,9,4,Tovesard,2,2,,Glenmoril.esm:536B07,zzzRevSub04TorvesardLookStaff,PACK
Glenmoril.esm:53000A,zzzRevSub04ScTv01,Glenmoril.esm:51525D,zzzRevSub04,10,4,Tovesard,4,6,,Glenmoril.esm:536B07,zzzRevSub04TorvesardLookStaff,PACK
Glenmoril.esm:007ECC,zzzLrhMq04Sc03,Glenmoril.esm:007E5E,zzzLrhMq04,1,0,Brandt,0,0,,Glenmoril.esm:007ECD,zzzLrhMq04BrandtFintTraderCorpse,PACK
Glenmoril.esm:007ECC,zzzLrhMq04Sc03,Glenmoril.esm:007E5E,zzzLrhMq04,2,0,Brandt,1,1,,Glenmoril.esm:007ECD,zzzLrhMq04BrandtFintTraderCorpse,PACK
Glenmoril.esm:017655,zzzGHMq05Sub06Sc01,Glenmoril.esm:017654,zzzGHMq05Sub06,5,0,Owl,4,4,,Glenmoril.esm:01765C,zzzGHmq05S06OwlSit,PACK
Glenmoril.esm:017655,zzzGHMq05Sub06Sc01,Glenmoril.esm:017654,zzzGHMq05Sub06,6,0,Owl,5,8,,Glenmoril.esm:01765C,zzzGHmq05S06OwlSit,PACK
Glenmoril.esm:017847,zzzGHMq06ScCannon,Glenmoril.esm:017733,zzzGHMq06,1,6,Jazel,0,0,,Glenmoril.esm:017848,zzzGHMq06JazelMoveToCannon,PACK
Glenmoril.esm:017847,zzzGHMq06ScCannon,Glenmoril.esm:017733,zzzGHMq06,2,6,Jazel,1,2,,Glenmoril.esm:017848,zzzGHMq06JazelMoveToCannon,PACK
Glenmoril.esm:536B4D,zzzRevSub04ScTvEnd02,Glenmoril.esm:51525D,zzzRevSub04,4,4,Tovesard,2,2,,Glenmoril.esm:536B54,zzzRevSub04TovesandEnd02DrawWeapon,PACK
Glenmoril.esm:01238A,zzzGHMq03ScReady,Glenmoril.esm:01230D,zzzGHMq03,1,2,Ozwald,0,3,,Skyrim.esm:0CA348,,
Glenmoril.esm:01238A,zzzGHMq03ScReady,Glenmoril.esm:01230D,zzzGHMq03,2,1,Romion,0,3,,Skyrim.esm:0CA348,,
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,1,0,Lalanoah,0,0,,Glenmoril.esm:014D10,zzzGHMq04S01LalanoahTakeStaff,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,2,0,Lalanoah,1,2,,Glenmoril.esm:014D10,zzzGHMq04S01LalanoahTakeStaff,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,5,0,Lalanoah,3,3,,Glenmoril.esm:014D16,zzzGHMq04S01LalanoahBackHome01,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,6,0,Lalanoah,4,5,,Glenmoril.esm:014D16,zzzGHMq04S01LalanoahBackHome01,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,9,0,Lalanoah,6,6,,Glenmoril.esm:014D1C,zzzGHMq04S01LalanoahBackHone02,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,10,0,Lalanoah,7,8,,Glenmoril.esm:014D1C,zzzGHMq04S01LalanoahBackHone02,PACK
Glenmoril.esm:014D0E,zzzGHMq04Sub01ScBack01,Glenmoril.esm:014C39,zzzGHMq04Sub01,13,0,Lalanoah,9,9,,Glenmoril.esm:014D22,zzzGHMq04S01LalanoahBackHome03,PACK
